"","SFyoung","SFold","variable","family","p_value","R2m","R2c","AIC"
"1",3.17401341813643,-0.0247020748252459,"ant_rich","Negative Binomial",0.747637746959368,0.00180770779753361,0.00180770779753361,378.463046091312
"2",3.65497793016349,0.0298934833241238,"bird_rich","Negative Binomial",0.692243022970223,0.00263074636136421,0.00263074636136421,451.004016756204
"3",2.70297453003593,0.194175343187667,"db_rich","Negative Binomial",0.07904981483534,0.0522691404101621,0.0817933782796209,387.042129317788
"4",1.79679728832859,0.39597288279378,"liana_rich","Negative Binomial",0.0302197198749867,0.0637795629298488,0.0637795629298488,344.309047396363
"5",3.41695375108948,0.426937392930666,"sap_rich","Negative Binomial",0.000626232780261765,0.182967356181009,0.19233639294257,490.855358287868
"6",2.8836150324794,0.795214099765434,"tree_rich","Negative Binomial",0.000127016982046505,0.184487460937337,0.184487460937337,491.014869542082
