"","LBF","PA","variable","family","p_value","R2m","R2c","AIC"
"1",3.29075598524345,-0.316171597764701,"ant_rich","Negative Binomial",1.94877693452456e-09,0.226729967033804,0.228128093855811,910.749718124575
"2",3.85276279209679,-0.522047476745185,"bird_rich","Negative Binomial",6.70565930055024e-20,0.457782970102887,0.457782970102887,1033.04327442648
"3",2.90759829517041,-0.830672334005944,"db_rich","Negative Binomial",7.58788840780278e-21,0.450952872055015,0.514676979201958,832.367175678167
"4",2.39929292518524,-5.57734648902509,"liana_rich","Negative Binomial",8.44343363546266e-239,0.935213812815329,0.935213812815329,449.181390125219
"5",3.98212297572333,-4.02468262442954,"sap_rich","Negative Binomial",0,0.964173110225505,0.964173110225505,783.932946388252
"6",3.89129130403368,-5.5152311239542,"tree_rich","Negative Binomial",0,0.978788385726133,0.979270141005247,640.401559595606
