"","UF","LBF","variable","family","p_value","R2m","R2c","AIC"
"1",3.20279957323887,0.0663862524985752,"ant_rich","Negative Binomial",0.279598362425528,0.0129394137197581,0.091320692140269,568.162740531126
"2",3.93648331837907,-0.0837204745462329,"bird_rich","Negative Binomial",0.0920704831864901,0.0315512811218652,0.0315512811218652,638.141636302208
"3",3.17230930896802,-0.266602540257278,"db_rich","Negative Binomial",0.00194229485125908,0.0864600669757039,0.227527696329397,578.917353285491
"4",2.6079667518566,-0.208673867117843,"liana_rich","Negative Binomial",0.126069751085577,0.02244954247743,0.02244954247743,561.034139988771
"5",4.05566829231153,-0.0709497938617759,"sap_rich","Negative Binomial",0.346242362839489,0.0101859785584043,0.01626507055121,728.721368866276
"6",4.17101823567276,-0.284515978844103,"tree_rich","Negative Binomial",0.000380254100708084,0.129215500054996,0.141059020005565,734.703859049503
