"","MA","SFyoung","variable","family","p_value","R2m","R2c","AIC"
"1",2.61120039080069,0.562813074446292,"ant_rich","Negative Binomial",1.70071526577341e-05,0.27325204344447,0.27325204344447,407.557493721198
"2",2.43564439892041,1.22068371916909,"bird_rich","Negative Binomial",1.23745159976983e-17,0.738141860220016,0.745379826288239,424.61848054154
"3",2.01093597884587,0.697228921015577,"db_rich","Negative Binomial",3.27845407730952e-07,0.354339390369266,0.357696765466322,359.397000067699
"4",-19.3251745388763,21.1219718042491,"liana_rich","Negative Binomial",1.17550787883421e-61,0.986346634666542,0.986346634666542,196.375595130185
"5",-15.8649664464755,19.2861645325304,"sap_rich","Negative Binomial",3.74489206983293e-290,0.995645200516349,0.995645200516349,283.467678431074
"6",-16.6639901920746,19.5476050305222,"tree_rich","Negative Binomial",4.73664540549151e-205,0.981612838792061,0.981612838792061,266.108499987072
