"Chisq","Df","Pr(>Chisq)","disp_param","hetero_param","variable","explanatory"
52.9408629484508,6,1.20590687987153e-09,0.784,0.00230535376252005,"K","LU_UF"
11.30879635068,1,0.00077140762664414,0.784,0.00230535376252005,"K","CLAY_ALL"
5.48653791957811,1,0.019163454204735,0.784,0.00230535376252005,"K","ELEV_MEAN"
0.274400821453877,1,0.600394825100328,0.784,0.00230535376252005,"K","SLOPE_MEAN"
11.0966935462459,6,0.0854335796713894,0.728,0.242018490670589,"Na","LU_UF"
8.10190081340625,1,0.0044218862363731,0.728,0.242018490670589,"Na","CLAY_ALL"
4.1910949610388,1,0.0406368425438377,0.728,0.242018490670589,"Na","ELEV_MEAN"
0.664524926384873,1,0.414967004614445,0.728,0.242018490670589,"Na","SLOPE_MEAN"
105.577002593896,6,1.71689665003284e-20,0.968,0.00703998254263522,"CaMg","LU_UF"
4.65657571009257,1,0.0309348273029735,0.968,0.00703998254263522,"CaMg","CLAY_ALL"
13.2498088962038,1,0.000272607659983283,0.968,0.00703998254263522,"CaMg","ELEV_MEAN"
3.49964994326412,1,0.0613818023660813,0.968,0.00703998254263522,"CaMg","SLOPE_MEAN"
170.855376767181,6,2.96183096337117e-34,0.816,2.96576922662367e-08,"Al","LU_UF"
28.7231503245801,1,8.34995743634122e-08,0.816,2.96576922662367e-08,"Al","CLAY_ALL"
9.91629888927888,1,0.0016382148192191,0.816,2.96576922662367e-08,"Al","ELEV_MEAN"
3.62877585266576,1,0.0567885721634949,0.816,2.96576922662367e-08,"Al","SLOPE_MEAN"
