"","LF","PA","variable","family","p_value","R2m","R2c","AIC"
"1",3.20166981376453,-0.228410451910019,"ant_rich","Negative Binomial",6.60875666619266e-05,0.10329618981127,0.10329618981127,951.689061686251
"2",3.91227699609066,-0.590257677091468,"bird_rich","Negative Binomial",2.58376371745551e-22,0.492823887809998,0.498985402655041,1078.52554593474
"3",2.99517042671538,-0.922842060992812,"db_rich","Negative Binomial",2.66717483149633e-24,0.509592292413703,0.556617080409781,865.87014006805
"4",2.6159106997756,-5.82496227700906,"liana_rich","Negative Binomial",5.51935064647141e-298,0.971692054362859,0.972702572263765,450.625165193971
"5",4.15031282963268,-4.2154294591505,"sap_rich","Negative Binomial",0,0.985958755030396,0.986867883608191,776.436669577237
"6",4.14062371186488,-5.75365665834733,"tree_rich","Negative Binomial",0,0.994588004382964,0.995331897283673,588.003819358693
