"","LBF","PA","variable","family","p_value","R2m","R2c","AIC"
"1",3.29076660976484,-0.316160302346944,"ant_rich","Negative Binomial",1.94877969041223e-09,0.226774886882786,0.228174183598096,910.749720880162
"2",3.85276285390815,-0.522047608803326,"bird_rich","Negative Binomial",6.70565930055102e-20,0.457783095645929,0.457783095645929,1033.04327442648
"3",2.907598595462,-0.830672383914324,"db_rich","Negative Binomial",7.58788842207964e-21,0.450953127774165,0.51467725210029,832.367175681784
"4",2.3992929001068,-5.57734686257679,"liana_rich","Negative Binomial",8.44342983289502e-239,0.935213820906845,0.935213820906845,449.181390125218
"5",3.98212296261364,-4.02468263857448,"sap_rich","Negative Binomial",0,0.964173110307274,0.964173110307274,783.932946388252
"6",3.89129129878146,-5.51523048848787,"tree_rich","Negative Binomial",0,0.978788384147519,0.979270139435759,640.401559592307
