"Estimate","lwr","upr","p_value","std_error","variable","transition"
-0.239705747868196,-0.880405323951125,0.400993828214732,0.91768355972402,0.22538410947882,"ant_rich","UF_LF"
-0.910624163678767,-1.79306759211249,-0.0281807352450451,0.0386929890460341,0.310424313839764,"ant_rich","UF_LBF"
0.498632567017587,-0.194205037846648,1.19147017188182,0.323984171538381,0.243725128617148,"ant_rich","UF_PA"
1.34365058232061,0.562745676990498,2.12455548765071,1.32604252006674e-05,0.274705280361677,"ant_rich","UF_MA"
-0.670918415810571,-1.3167518541619,-0.025084977459246,0.0362978827037576,0.227190090033113,"ant_rich","LF_LBF"
0.738338314885783,0.333817790066606,1.14285883970496,2.1094107337527e-06,0.142301480531141,"ant_rich","LF_PA"
1.5833563301888,1.05987691237341,2.1068357480042,1.11022302462516e-16,0.184148619445228,"ant_rich","LF_MA"
1.40925673069635,0.761966644288479,2.05654681710423,6.14369610740795e-09,0.227702506986869,"ant_rich","LBF_PA"
2.25427474599937,1.54580190461369,2.96274758738506,0,0.249225263144194,"ant_rich","LBF_MA"
0.84501801530302,0.327485213985002,1.36255081662104,4.00281980117434e-05,0.182056729714525,"ant_rich","PA_MA"
-0.616028001227207,-1.07957524632621,-0.152480756128204,0.00214233726259083,0.163065790798145,"ant_rich","PA_SFyoung"
-1.46104601653023,-2.04700307742985,-0.875088955630602,6.46349640476274e-12,0.206126888940839,"ant_rich","MA_SFyoung"
0.593347788348396,0.100447277866128,1.08624829883066,0.00791269149804086,0.173391628094854,"ant_rich","SFold_PA"
1.43836580365142,0.856501897962282,2.02022970934055,1.32004407404906e-11,0.204687006386655,"ant_rich","SFold_MA"
0.0226802128788104,-0.520157223012528,0.565517648770148,0.999999634970529,0.190958347168157,"ant_rich","SFyoung_SFold"
0.0930357897201093,-0.379008017096212,0.56507959653643,0.996858677469415,0.165837566923392,"bird_rich","UF_LF"
-0.112608705243836,-0.766802888358403,0.54158547787073,0.998524114675593,0.229830304002634,"bird_rich","UF_LBF"
1.6009032036495,1.11571376064074,2.08609264665826,0,0.170455867789402,"bird_rich","UF_PA"
2.55265092424566,2.00382176530929,3.10148008318204,0,0.192813656402945,"bird_rich","UF_MA"
-0.205644494963946,-0.734015389712613,0.322726399784721,0.90292785624763,0.185626296443183,"bird_rich","LF_LBF"
1.50786741392939,1.19397180200792,1.82176302585086,0,0.110277232318909,"bird_rich","LF_PA"
2.45961513452555,2.06871558190698,2.85051468714412,0,0.13733011593759,"bird_rich","LF_MA"
1.71351190889333,1.18469052153139,2.24233329625528,0,0.185784562684205,"bird_rich","LBF_PA"
2.6652596294895,2.0895230094334,3.24099624954559,0,0.202266736434385,"bird_rich","LBF_MA"
0.951747720596164,0.557549174790049,1.34594626640228,3.48007178629928e-11,0.138489112190943,"bird_rich","PA_MA"
-0.658396218035728,-1.02083530770878,-0.295957128362681,2.68581139406532e-06,0.127331438144883,"bird_rich","PA_SFyoung"
-1.61014393863189,-2.06117333301471,-1.15911454424908,0,0.158454821979017,"bird_rich","MA_SFyoung"
0.814067875207653,0.388433519986941,1.23970223042836,1.18999198928105e-06,0.149533083263765,"bird_rich","SFold_PA"
1.76581559580382,1.28701698927652,2.24461420233111,0,0.168210650804479,"bird_rich","SFold_MA"
-0.155671657171925,-0.625499342995052,0.314156028651202,0.953271875279995,0.165059003348969,"bird_rich","SFyoung_SFold"
0.493843375929218,-0.00891088015304592,0.996597632011482,0.0579470747682954,0.177944798400585,"db_rich","UF_LF"
0.248189839288138,-0.756190965693727,1.25257064427,0.989108347175418,0.355490456217383,"db_rich","UF_LBF"
1.77241605218008,1.23692339694663,2.30790870741353,0,0.189532224596262,"db_rich","UF_PA"
2.10895051158906,1.51213371179896,2.70576731137916,0,0.211237287076003,"db_rich","UF_MA"
-0.24565353664108,-1.12202841685951,0.630721343577355,0.979087842686521,0.310184050154095,"db_rich","LF_LBF"
1.27857267625086,0.992490252425989,1.56465510007573,0,0.101255988621879,"db_rich","LF_PA"
1.61510713565984,1.2422811536656,1.98793311765408,0,0.131957996181755,"db_rich","LF_MA"
1.52422621289194,0.648866713058283,2.3995857127256,1.02811078868115e-05,0.309824666507545,"db_rich","LBF_PA"
1.86076067230092,0.958956217449096,2.76256512715274,4.69327031682454e-08,0.319184591625017,"db_rich","LBF_MA"
0.336534459408981,-0.0218482259736607,0.694917144791622,0.0803723397207912,0.126845937014284,"db_rich","PA_MA"
-0.645527578017004,-0.974776896588084,-0.316278259445924,2.44252058245742e-07,0.11653447565658,"db_rich","PA_SFyoung"
-0.982062037425985,-1.41005068325912,-0.554073391592854,7.90886911516964e-10,0.151482264703204,"db_rich","MA_SFyoung"
0.992266864213235,0.638979515393144,1.34555421303333,2.08721928629529e-14,0.125042494027105,"db_rich","SFold_PA"
1.32880132362222,0.908018466703403,1.74958418054103,0,0.148931848391132,"db_rich","SFold_MA"
-0.346739286196231,-0.746702108254561,0.0532235358620988,0.134267235893596,0.14156280703321,"db_rich","SFyoung_SFold"
0.16385342217676,-0.322880523064638,0.650587367418157,0.950266416620176,0.171715313275353,"liana_rich","UF_LF"
-0.0230728871814462,-0.692447038016609,0.646301263653717,0.999999889247157,0.236149118286947,"liana_rich","UF_LBF"
2.01227314427363,1.54583431431955,2.47871197422772,0,0.164555381009294,"liana_rich","UF_PA"
2.03686301471377,1.52901374971397,2.54471227971357,0,0.179164606226197,"liana_rich","UF_MA"
-0.186926309358206,-0.723421147522644,0.349568528806232,0.941569298153173,0.189270504156694,"liana_rich","LF_LBF"
