"","LF","MA","variable","family","p_value","R2m","R2c","AIC"
"1",3.20166979452,-0.590469367368757,"ant_rich","Negative Binomial",3.29383599019756e-08,0.300213076409354,0.300213076409354,669.106359605818
"2",3.90808500182419,-1.47025933779328,"bird_rich","Negative Binomial",5.05659688037518e-34,0.847757091284425,0.852657362890793,706.464382473935
"3",2.99101958769557,-1.00972349821267,"db_rich","Negative Binomial",2.79974872806797e-15,0.529947645201969,0.569778904051969,610.752629809665
"4",2.61761793751717,-14.3957022538919,"liana_rich","Negative Binomial",1.85996549907805e-130,0.995277369075096,0.995469354439612,425.808268738276
"5",4.15617912449659,-16.998711635056,"sap_rich","Negative Binomial",0,0.999146846453953,0.999182146813414,549.844323704394
"6",4.14125301325768,-19.9133026642714,"tree_rich","Poisson",0,0.999635788950926,0.999716157330701,513.061390901212
