"","UF","LF","variable","family","p_value","R2m","R2c","AIC"
"1",3.20127174324494,-0.0171159853885347,"ant_rich","Negative Binomial",0.822930252368435,0.000531931252481717,0.0489551663222177,616.054406050883
"2",3.93819555187579,-0.0228209439643669,"bird_rich","Negative Binomial",0.690545843051276,0.00185294531551078,0.0114433322968413,693.098064319439
"3",3.17633619392733,-0.183934968293787,"db_rich","Negative Binomial",0.033112444554299,0.0421171816272173,0.153338648317639,612.96824616388
"4",2.61383843798783,-0.000686088682379984,"liana_rich","Negative Binomial",0.994526361374616,4.79559513361932e-07,0.0565995381763618,562.005200742862
"5",4.06063851463507,0.0985085007052528,"sap_rich","Negative Binomial",0.0591440891749927,0.0403980489168249,0.0675947196385485,712.114967450919
"6",4.16688230207647,-0.0317053871777156,"tree_rich","Negative Binomial",0.400929632420904,0.00714182708946399,0.120074910513892,666.216592851332
