"","UF","MA","variable","family","p_value","R2m","R2c","AIC"
"1",3.19770084500552,-0.586500486234699,"ant_rich","Negative Binomial",8.18255264766288e-05,0.268039243363692,0.268039243363692,337.424908829781
"2",3.93648331843743,-1.50760452988206,"bird_rich","Negative Binomial",5.22380382007731e-20,0.872954067797074,0.872954067797074,330.908799969728
"3",3.17832963676932,-1.19626537257488,"db_rich","Poisson",5.24124171774444e-52,0.810532009279364,0.844293564352894,272.160097441236
"4",2.61415267957561,-19.1486948278784,"liana_rich","Poisson",3.54683926349388e-101,0.998010118310498,0.998125755511347,156.539569466897
"5",4.05715352282196,-20.8986731755826,"sap_rich","Poisson",0,0.999644603095378,0.999644603095378,175.883391840391
"6",4.17440617847226,-20.0522997852897,"tree_rich","Poisson",0,0.999658083649951,0.999658083668674,153.504468325388
